"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"","","","","","","Rushes","Gain","Loss","Net","TD","Att","Cmp","Int","Yards","TD","Conv","Plays","Yards","No.","Yards","TD","No.","Yards","TD","No.","Yards","TD","No.","Yards","No.","Yards","TD","No.","Yards","TD","","Kicks Att","Kicks Made","R/P Att","R/P Made","Kicks Att","Kicks Made","Int/Fum Att","Int/Fum Made","Att","Made"
"257","Georgia","09/17/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","4","40","0","","","","","","","","","1","5","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","2","19","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","7","89","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","2","25","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/05/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","3","22","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/12/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","5","50","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","82","BENNETT","MICHAEL","","","","","","","","","","","","0","0","2","20","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/05/11","32","BOGOTAY","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","4","4","0","0","","","","","","","","4"
"257","Georgia","11/12/11","32","BOGOTAY","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"257","Georgia","11/19/11","32","BOGOTAY","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","","0"
"257","Georgia","09/03/11","2","BOYKIN","BRANDON","1","80","0","80","1","","","","","","","1","80","","","","","","","","","","","","","","","5","110","0","1","","","","","","","","","","","","6"
"257","Georgia","09/10/11","2","BOYKIN","BRANDON","2","14","0","14","0","","","","","","","2","14","","","","1","0","0","","","","","","","","","7","184","0","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","2","BOYKIN","BRANDON","1","1","0","1","0","","","","","","","1","1","2","14","0","","","","","","","","","","","","1","47","0","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","1","-2","0","2","33","0","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","3","45","0","2","43","0","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","17","0","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","2","BOYKIN","BRANDON","1","0","0","0","0","","","","","","","1","0","","","","1","0","0","","","","","","","","","4","72","0","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","4","73","0","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","1","42","1","","","","","","","","","2","19","0","1","33","0","1","","","","","","","","","","","","6"
"257","Georgia","11/12/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","43","0","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","1","2","0","1","-1","0","","","","","","1","22","0","1","16","0","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","2","BOYKIN","BRANDON","","","","","","","","","","","","0","0","1","28","0","","","","","","","","","2","4","0","1","60","0","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","80","BRADBERRY","TAYLOR","","","","","","","","","","","","0","0","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/03/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","2","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","2","22","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","4","121","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","10/29/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","2","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","1","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","15","BROWN","MARLON","","","","","","","","","","","","0","0","2","22","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","5","239","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","4","177","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","3","132","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","4","221","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","13","BUTLER","DREW","0","-4","0","-4","0","","","","","","","0","-4","","","","","","","","","","4","171","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","4","166","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","2","92","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","6","205","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","3","107","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","1","17","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","4","190","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","13","BUTLER","DREW","","","","","","","","","","","","0","0","","","","","","","","","","3","130","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/03/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","6","109","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/17/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","2","42","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/24/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","5","59","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/01/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","3","46","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/08/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","1","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","5","33","0","","","","","","","","","1","4","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","4","31","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","5","60","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/12/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","3","40","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","7","CHARLES","ORSON","","","","","","","","","","","","0","0","5","95","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","19","COMMINGS","SANDERS","","","","","","","","","","","","0","0","","","","1","16","0","1","7","0","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","1","17","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","3","38","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","5","126","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","1","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","31","CONLEY","CHRIS","","","","","","","","","","","","0","0","2","29","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","1C","CROWELL","ISAIAH","15","63","3","60","0","","","","","","","15","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","1C","CROWELL","ISAIAH","16","118","0","118","1","","","","","","","16","118","2","40","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","09/17/11","1C","CROWELL","ISAIAH","16","86","0","86","1","","","","","","","16","86","1","12","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/24/11","1C","CROWELL","ISAIAH","30","161","14","147","0","","","","","","","30","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","1C","CROWELL","ISAIAH","22","109","5","104","0","","","","","","","22","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","1C","CROWELL","ISAIAH","19","62","4","58","2","","","","","","","19","58","2","5","0","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","10/15/11","1C","CROWELL","ISAIAH","10","40","5","35","0","","","","","","","10","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","1C","CROWELL","ISAIAH","18","85","4","81","0","","","","","","","18","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","1C","CROWELL","ISAIAH","24","141","9","132","1","","","","","","","24","132","1","1","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","1C","CROWELL","ISAIAH","2","11","0","11","0","","","","","","","2","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","89","FIGGINS","BRUCE","","","","","","","","","","","","0","0","3","36","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","89","FIGGINS","BRUCE","","","","","","","","","","","","0","0","2","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","89","FIGGINS","BRUCE","","","","","","","","","","","","0","0","1","18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","89","FIGGINS","BRUCE","","","","","","","","","","","","0","0","1","15","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/26/11","35","GILLIARD","MICHAEL","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","2H","HARTON","BRANDON","11","34","1","33","0","","","","","","","11","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","2H","HARTON","BRANDON","15","99","1","98","1","","","","","","","15","98","2","14","0","","","","","","","","","","","","1","30","0","1","","","","","","","","","","","","6"
"257","Georgia","11/12/11","2H","HARTON","BRANDON","4","15","0","15","0","","","","","","","4","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","2H","HARTON","BRANDON","23","107","6","101","0","","","","","","","23","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","3K","KAREMPELIS","","13","63","0","63","1","","","","","","","13","63","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","12","KING","TAVARRES","1","3","0","3","0","","","","","","","1","3","2","40","1","","","","","","","","","","","","","","","1","","","0","0","","","","","","","","6"
"257","Georgia","09/17/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","6","65","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","09/24/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","2","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","5","51","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","5","57","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/29/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","44","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/05/11","12","KING","TAVARRES","1","2","0","2","0","","","","","","","1","2","4","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","2","43","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","24","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","26","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/17/11","24","MALCOME","KEN","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","24","MALCOME","KEN","3","10","0","10","0","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","24","MALCOME","KEN","9","37","0","37","0","","","","","","","9","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","24","MALCOME","KEN","12","43","4","39","0","","","","","","","12","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","14","MASON","HUTSON","1","1","0","1","1","9","6","0","68","1","","10","69","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/05/11","14","MASON","HUTSON","2","1","3","-2","0","10","8","0","131","1","","12","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","2M","MCGOWAN","RHETT","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","2M","MCGOWAN","RHETT","","","","","","","","","","","","0","0","4","51","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","26","MITCHELL","MALCOLM","1","18","0","18","0","","","","","","","1","18","3","64","1","","","","","","","","","1","-1","0","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/10/11","26","MITCHELL","MALCOLM","1","1","0","1","0","","","","","","","1","1","5","52","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","6","43","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/24/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","3","93","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","5","60","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/08/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","3","126","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","3","85","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","26","MITCHELL","MALCOLM","","","","","","","","","","","","0","0","4","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","26","MITCHELL","MALCOLM","1","20","0","20","0","","","","","","","1","20","2","33","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/03/11","11","MURRAY","AARON","7","0","33","-33","0","29","16","1","236","2","","36","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","11","MURRAY","AARON","6","43","32","11","0","29","19","1","248","4","1","35","259","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","2"
"257","Georgia","09/17/11","11","MURRAY","AARON","1","1","0","1","1","26","18","0","188","3","","27","189","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/24/11","11","MURRAY","AARON","11","15","32","-17","1","26","17","1","268","2","","37","251","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/01/11","11","MURRAY","AARON","5","20","15","5","0","25","13","3","160","2","","30","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","11","MURRAY","AARON","6","22","3","19","0","25","15","0","227","0","","31","246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","11","MURRAY","AARON","3","18","7","11","0","38","22","1","326","3","","41","337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","11","MURRAY","AARON","9","53","11","42","0","34","15","1","169","2","","43","211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","11","MURRAY","AARON","2","28","0","28","0","23","18","0","238","5","","25","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","11","MURRAY","AARON","9","33","12","21","0","18","14","0","224","4","","27","245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/19/11","11","MURRAY","AARON","8","20","9","11","0","29","16","1","162","1","","37","173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","11","MURRAY","AARON","4","35","13","22","0","29","19","1","252","4","","33","274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","1N","NORMAN","","","","","","","","","","","","","0","0","","","","","","","","","","","","0","1","0","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","46","OGLETREE","ZANDER","1","21","0","21","0","","","","","","","1","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","43","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","2","26","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","51","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","24","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","22","SAMUEL","RICHARD","7","12","0","12","0","","","","","","","7","12","2","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","22","SAMUEL","RICHARD","11","45","2","43","0","","","","","","","11","43","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","22","SAMUEL","RICHARD","10","42","2","40","0","","","","","","","10","40","2","31","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","22","SAMUEL","RICHARD","9","28","0","28","0","","","","","","","9","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","22","SAMUEL","RICHARD","4","7","1","6","0","","","","","","","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","22","SAMUEL","RICHARD","15","70","17","53","0","","","","","","","15","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","22","SAMUEL","RICHARD","17","62","4","58","1","","","","","","","17","58","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/03/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","1","9","0","","","","","","1","5","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/10/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","2","32","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","4","20","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/24/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","2","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","11","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/08/11","1","SMITH","BRANDEN","2","19","0","19","0","","","","","","","2","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","1","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","1","SMITH","BRANDEN","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","1","SMITH","BRANDEN","2","58","0","58","1","","","","","","","2","58","","","","","","","","","","","","","","","2","44","0","1","","","","","","","","","","","","6"
"257","Georgia","11/19/11","1","SMITH","BRANDEN","1","0","2","-2","0","","","","","","","1","-2","","","","1","53","0","","","","","","","","","1","21","0","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","1","SMITH","BRANDEN","5","20","0","20","0","","","","","","","5","20","2","13","0","","","","","","","","","","","","2","24","0","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","30","THOMAS","CARLTON","15","73","2","71","1","","","","","","","15","71","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/24/11","30","THOMAS","CARLTON","5","37","0","37","0","","","","","","","5","37","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/01/11","30","THOMAS","CARLTON","8","35","0","35","1","","","","","","","8","35","1","14","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/08/11","30","THOMAS","CARLTON","7","38","1","37","0","","","","","","","7","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/15/11","30","THOMAS","CARLTON","5","18","0","18","0","","","","","","","5","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/29/11","30","THOMAS","CARLTON","4","5","3","2","0","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/12/11","30","THOMAS","CARLTON","15","128","1","127","0","","","","","","","15","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/26/11","30","THOMAS","CARLTON","5","6","0","6","0","","","","","","","5","6","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","28","TROUPE","ISRAEL","","","","","","","","","","","","0","0","1","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/17/11","3V","VAN DYK","WES","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/05/11","3V","VAN DYK","WES","2","11","0","11","0","","","","","","","2","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/03/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","1","0","","3"
"257","Georgia","09/10/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","4","4","0","0","","","","","3","2","","10"
"257","Georgia","09/17/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","8","8","0","0","","","","","1","1","","11"
"257","Georgia","09/24/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","5","2","","9"
"257","Georgia","10/01/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","2","1","","6"
"257","Georgia","10/08/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","2","2","","8"
"257","Georgia","10/15/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","6","4","","15"
"257","Georgia","10/29/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","3","1","","6"
"257","Georgia","11/05/11","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","","","","5"
