"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"","","","","","","Rushes","Gain","Loss","Net","TD","Att","Cmp","Int","Yards","TD","Conv","Plays","Yards","No.","Yards","TD","No.","Yards","TD","No.","Yards","TD","No.","Yards","No.","Yards","TD","No.","Yards","TD","","Kicks Att","Kicks Made","R/P Att","R/P Made","Kicks Att","Kicks Made","Int/Fum Att","Int/Fum Made","Att","Made"
"671","La.-Lafayette","09/24/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","3","77","1","","","","","","","","","","","","2","69","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/01/11","4","LAWSON","JAVONE","1","0","5","-5","0","","","","","","","1","-5","4","32","0","","","","","","","","","","","","4","68","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/08/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","8","131","1","","","","","","","","","","","","2","32","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/15/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","4","40","1","","","","","","","","","","","","1","14","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/22/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","8","102","0","","","","","","","","","","","","0","12","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","2","48","1","","","","","","","","","","","","2","47","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/05/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","7","110","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/12/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","5","50","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/26/11","4","LAWSON","JAVONE","","","","","","","","","","","","0","0","5","137","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","11","LEWIS-BUCHANAN","DEVON","","","","","","","","","","","","0","0","","","","","","","1","5","0","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","11","LEWIS-BUCHANAN","DEVON","","","","","","","","","","","","0","0","","","","1","55","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/03/11","7","MASSON","CHRIS","","","","","","10","6","0","63","0","","10","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","7","MASSON","CHRIS","3","2","12","-10","0","13","5","1","18","0","","16","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","7","MASSON","CHRIS","5","5","15","-10","1","11","4","1","60","0","","16","50","","","","","","","","","","1","11","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/24/11","7","MASSON","CHRIS","","","","","","3","1","0","11","0","","3","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/08/11","7","MASSON","CHRIS","3","2","7","-5","0","29","21","0","211","2","","32","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/15/11","7","MASSON","CHRIS","","","","","","2","1","0","12","0","","2","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","7","MASSON","CHRIS","3","13","0","13","0","4","2","0","38","0","","7","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/05/11","7","MASSON","CHRIS","1","0","8","-8","0","4","1","1","1","0","","5","-7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/12/11","7","MASSON","CHRIS","2","3","5","-2","0","6","4","1","23","0","","8","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","86","MAXWELL","JACOB","","","","","","","","","","","","0","0","3","36","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","8","MCGUIRE","BRAD","1","4","0","4","0","1","1","0","43","0","","2","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","8","MCGUIRE","BRAD","3","5","0","5","0","","","","","","","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","8","MCGUIRE","BRAD","1","1","0","1","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/24/11","8","MCGUIRE","BRAD","2","34","1","33","0","1","0","0","0","0","","3","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","8","MCGUIRE","BRAD","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","8","MCGUIRE","BRAD","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/05/11","8","MCGUIRE","BRAD","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","13","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/12/11","8","MCGUIRE","BRAD","1","1","0","1","0","","","","","","","1","1","1","19","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/26/11","8","MCGUIRE","BRAD","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","2","MOTEN","JEMARLOUS","","","","","","","","","","","","0","0","","","","1","50","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/26/11","2","MOTEN","JEMARLOUS","","","","","","","","","","","","0","0","","","","2","60","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/03/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","3","28","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","9","PEOPLES","HARRY","1","1","0","1","0","","","","","","","1","1","1","14","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/24/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","4","33","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/01/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","12","176","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/08/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","3","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/15/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","2","34","0","","","","","","","","","1","3","0","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","9","PEOPLES","HARRY","","","","","","1","0","0","0","0","","1","0","10","140","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","7","76","0","","","","","","","","","1","6","0","1","5","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/05/11","9","PEOPLES","HARRY","","","","","","","","","","","","0","0","5","66","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/12/11","9","PEOPLES","HARRY","1","0","5","-5","0","","","","","","","1","-5","2","6","0","","","","","","","","","3","0","0","4","69","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/26/11","9","PEOPLES","HARRY","2","12","0","12","1","","","","","","","2","12","4","49","0","","","","","","","","","","","","1","31","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/17/11","10","PETTIS","LARRY","","","","","","","","","","","","0","0","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/08/11","10","PETTIS","LARRY","","","","","","","","","","","","0","0","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/03/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/24/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","1","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/26/11","84","ROBINSON","JAMAL","","","","","","","","","","","","0","0","2","31","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","20","SPIKES","AARON","4","15","0","15","0","","","","","","","4","15","2","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","20","SPIKES","AARON","5","7","5","2","0","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","20","SPIKES","AARON","2","4","0","4","0","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/24/11","20","SPIKES","AARON","2","6","0","6","0","","","","","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/01/11","20","SPIKES","AARON","4","4","11","-7","0","","","","","","","4","-7","2","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/08/11","20","SPIKES","AARON","4","10","0","10","0","","","","","","","4","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/15/11","20","SPIKES","AARON","5","21","4","17","0","","","","","","","5","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","20","SPIKES","AARON","3","81","4","77","1","","","","","","","3","77","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/05/11","20","SPIKES","AARON","","","","","","","","","","","","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","24","STOKES","LIONEL","","","","","","","","","","","","0","0","","","","1","63","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","09/24/11","24","STOKES","LIONEL","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","3","26","0","","","","","","","","","1","31","0","2","43","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","87","SURGENT","DARRYL","1","4","0","4","0","","","","","","","1","4","1","3","0","","","","","","","","","6","45","0","3","83","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","","","","","","","","","","","","2","17","0","2","69","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/24/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","2","42","1","","","","","","","","","3","50","0","5","122","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/01/11","87","SURGENT","DARRYL","1","6","0","6","0","","","","","","","1","6","2","47","1","","","","","","","","","2","29","0","1","26","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/08/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","4","37","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/15/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","2","109","1","","","","","","","","","4","24","0","2","37","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/22/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","3","62","0","","","","","","","","","3","13","0","6","98","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","87","SURGENT","DARRYL","1","16","0","16","1","","","","","","","1","16","3","32","0","","","","","","","","","","","","1","11","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/05/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","2","22","1","","","","","","","","","4","22","0","4","57","0","1","","","","","","","","","","","","6"
"671","La.-Lafayette","11/12/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","2","41","2","","","","","","","","","","","","1","11","0","2","","","","","","","","","","","","12"
"671","La.-Lafayette","11/26/11","87","SURGENT","DARRYL","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","5","119","0","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","13","THOMAS","BRADY","","","","","","1","1","0","11","0","","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/12/11","13","THOMAS","BRADY","","","","","","1","1","0","19","0","","1","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","85","THOMPSON","IAN","","","","","","","","","","","","0","0","1","17","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/01/11","85","THOMPSON","IAN","","","","","","","","","","","","0","0","3","23","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","85","THOMPSON","IAN","","","","","","","","","","","","0","0","1","23","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","85","THOMPSON","IAN","","","","","","","","","","","","0","0","3","21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/05/11","85","THOMPSON","IAN","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","6","WALKER","ROBERT","6","20","1","19","0","","","","","","","6","19","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","6","WALKER","ROBERT","1","3","0","3","0","","","","","","","1","3","1","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/15/11","6","WALKER","ROBERT","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/22/11","6","WALKER","ROBERT","2","14","0","14","0","","","","","","","2","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","6","WALKER","ROBERT","5","29","4","25","0","","","","","","","5","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/05/11","6","WALKER","ROBERT","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/12/11","6","WALKER","ROBERT","","","","","","","","","","","","0","0","2","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","11/26/11","6","WALKER","ROBERT","","","","","","","","","","","","0","0","3","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/03/11","26","WALKER","YOBES","2","8","0","8","0","","","","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/10/11","26","WALKER","YOBES","1","6","0","6","0","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","10/29/11","26","WALKER","YOBES","4","4","2","2","0","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"671","La.-Lafayette","09/17/11","22","WHITE","MELVIN","","","","","","","","","","","","0","0","","","","","","","0","0","1","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/08/11","22","WHITE","MELVIN","","","","","","","","","","","","0","0","","","","1","89","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"671","La.-Lafayette","10/29/11","22","WHITE","MELVIN","","","","","","","","","","","","0","0","","","","1","12","0","1","5","0","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/03/11","22","AMBROSE","LUTHER","1","5","0","5","0","","","","","","","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","22","AMBROSE","LUTHER","","","","","","","","","","","","0","0","3","14","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/17/11","22","AMBROSE","LUTHER","1","3","0","3","0","","","","","","","1","3","2","8","0","","","","","","","","","","","","2","37","0","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","22","AMBROSE","LUTHER","2","1","2","-1","0","","","","","","","2","-1","","","","","","","","","","","","","","","1","19","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/08/11","22","AMBROSE","LUTHER","1","1","0","1","0","","","","","","","1","1","1","38","0","","","","","","","","","","","","3","88","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","22","AMBROSE","LUTHER","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","1","0","0","4","85","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/22/11","22","AMBROSE","LUTHER","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","3","148","1","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/29/11","22","AMBROSE","LUTHER","1","8","0","8","0","","","","","","","1","8","2","6","0","","","","","","","","","","","","3","78","0","","","","","","","","","","","","","0"
"498","La.-Monroe","11/05/11","22","AMBROSE","LUTHER","2","7","4","3","0","","","","","","","2","3","6","23","0","","","","","","","","","","","","5","125","0","","","","","","","","","","","","","0"
"498","La.-Monroe","11/12/11","22","AMBROSE","LUTHER","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","1","2","0","2","79","0","","","","","","","","","","","","","0"
"498","La.-Monroe","11/19/11","22","AMBROSE","LUTHER","","","","","","","","","","","","0","0","1","1","0","","","","","","","","","3","33","0","2","128","1","1","","","","","","","","","","","","6"
"498","La.-Monroe","09/03/11","32","BAILEY","MITCHELL","3","10","0","10","0","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","32","BAILEY","MITCHELL","3","8","0","8","1","","","","","","","3","8","","","","","","","","","","","","","","","1","27","0","1","","","","","","","","","","","","6"
"498","La.-Monroe","09/17/11","32","BAILEY","MITCHELL","1","0","1","-1","0","","","","","","","1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","32","BAILEY","MITCHELL","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/08/11","32","BAILEY","MITCHELL","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","14","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","32","BAILEY","MITCHELL","","","","","","","","","","","","0","0","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/22/11","32","BAILEY","MITCHELL","6","24","2","22","0","","","","","","","6","22","","","","","","","","","","","","","","","1","20","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/29/11","32","BAILEY","MITCHELL","3","8","0","8","1","","","","","","","3","8","2","11","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","11/05/11","32","BAILEY","MITCHELL","11","47","4","43","0","","","","","","","11","43","2","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","11/12/11","32","BAILEY","MITCHELL","17","49","6","43","0","","","","","","","17","43","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","11/19/11","32","BAILEY","MITCHELL","4","9","0","9","0","","","","","","","4","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","35","BLAKES","CAMERON","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/03/11","15","BROWNING","KOLTON","11","61","33","28","0","19","11","1","85","0","","30","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","15","BROWNING","KOLTON","6","16","20","-4","0","31","15","1","161","1","","37","157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/17/11","15","BROWNING","KOLTON","9","18","17","1","0","37","24","0","194","1","","46","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","15","BROWNING","KOLTON","8","35","6","29","1","27","16","0","131","0","","35","160","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/08/11","15","BROWNING","KOLTON","18","73","29","44","0","39","21","2","197","1","0","57","241","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","0"
"498","La.-Monroe","10/15/11","15","BROWNING","KOLTON","9","36","3","33","0","31","23","0","275","3","0","40","308","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","0"
"498","La.-Monroe","10/22/11","15","BROWNING","KOLTON","10","62","40","22","0","32","15","0","195","0","","42","217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/29/11","15","BROWNING","KOLTON","15","69","40","29","1","59","29","1","365","2","","74","394","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","11/05/11","15","BROWNING","KOLTON","11","100","9","91","1","43","33","0","258","1","","54","349","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","11/12/11","15","BROWNING","KOLTON","5","17","0","17","1","18","15","0","193","2","","23","210","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","11/19/11","15","BROWNING","KOLTON","25","128","27","101","1","59","26","2","246","0","","84","347","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","09/03/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","11","0","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","3","4","0","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/17/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","2","6","0","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/08/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","2","-1","0","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","1","3","0","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/29/11","19","CAIN","TYLER","","","","","","","","","","","","0","0","","","","","","","","","","","","1","10","0","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/03/11","5","DONALD","CENTARIUS","7","16","0","16","0","","","","","","","7","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","5","DONALD","CENTARIUS","12","144","0","144","1","","","","","","","12","144","1","8","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","09/17/11","5","DONALD","CENTARIUS","6","23","0","23","0","","","","","","","6","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","5","DONALD","CENTARIUS","7","26","0","26","0","","","","","","","7","26","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/08/11","5","DONALD","CENTARIUS","2","9","0","9","0","","","","","","","2","9","2","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","5","DONALD","CENTARIUS","14","113","1","112","1","","","","","","","14","112","1","9","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/22/11","5","DONALD","CENTARIUS","11","84","0","84","1","","","","","","","11","84","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/08/11","27","EDDIE","VINCENT","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","11/12/11","27","EDDIE","VINCENT","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/03/11","7","EDWARDS","JYRUSS","6","24","0","24","0","","","","","","","6","24","2","7","0","","","","","","","","","","","","4","63","0","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","7","EDWARDS","JYRUSS","22","90","0","90","1","","","","","","","22","90","","","","","","","","","","","","","","","1","26","0","1","","","","","","","","","","","","6"
"498","La.-Monroe","09/17/11","7","EDWARDS","JYRUSS","9","56","0","56","0","","","","","","","9","56","2","7","0","","","","","","","","","","","","4","89","0","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","7","EDWARDS","JYRUSS","6","11","3","8","0","","","","","","","6","8","1","6","0","","","","","","","","","","","","6","141","0","","","","","","","","","","","","","0"
"498","La.-Monroe","10/08/11","7","EDWARDS","JYRUSS","9","20","3","17","0","","","","","","","9","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/15/11","7","EDWARDS","JYRUSS","19","88","0","88","1","","","","","","","19","88","3","9","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/22/11","7","EDWARDS","JYRUSS","6","16","1","15","1","","","","","","","6","15","3","21","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"498","La.-Monroe","10/29/11","7","EDWARDS","JYRUSS","9","26","5","21","0","","","","","","","9","21","4","39","0","","","","","","","","","","","","1","7","0","","","","","","","","","","","","","0"
"498","La.-Monroe","11/05/11","7","EDWARDS","JYRUSS","14","63","0","63","3","","","","","","","14","63","6","39","1","","","","","","","","","","","","","","","4","","","","","","","","","","","","24"
"498","La.-Monroe","11/12/11","7","EDWARDS","JYRUSS","27","192","1","191","3","","","","","","","27","191","1","4","0","","","","","","","","","","","","","","","3","","","","","","","","","","","","18"
"498","La.-Monroe","11/19/11","7","EDWARDS","JYRUSS","3","0","0","0","0","","","","","","","3","0","5","48","0","","","","","","","","","","","","2","21","0","","","","","","","","","","","","","0"
"498","La.-Monroe","09/03/11","6","FRYOUX","CONNER","","","","","","","","","","","","0","0","","","","","","","","","","2","87","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/10/11","6","FRYOUX","CONNER","","","","","","","","","","","","0","0","","","","","","","","","","2","92","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/17/11","6","FRYOUX","CONNER","","","","","","","","","","","","0","0","","","","","","","","","","1","48","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","09/24/11","6","FRYOUX","CONNER","","","","","","","","","","","","0","0","","","","","","","","","","2","82","","","","","","","","","","","","","","","","","","","0"
"498","La.-Monroe","10/29/11","6","FRYOUX","CONNER","","","","","","","","","","","","0","0","","","","","","","","","","3","86","","","","","","","","","","","","","","","","","","","0"
